,player,team,week,opp,loc,res,rush_attempts,rush_yards,yards_per_rush,rush_TD,targets,receptions,rec_yards,yards_per_rec,rec_TD,fantasy_points
327,Chris_Johnson,ARI,3.0,BUF,away,L 18-33,2.0,5.0,2.5,0.0,0.0,0.0,0.0,,0.0,0.5
328,Chris_Johnson,ARI,4.0,LAR,home,L 13-17,6.0,34.0,5.7,0.0,1.0,0.0,0.0,,0.0,3.4
330,David_Johnson,ARI,1.0,NE,home,L 21-23,16.0,89.0,5.6,1.0,6.0,4.0,43.0,10.8,0.0,21.2
331,David_Johnson,ARI,2.0,TB,home,W 40-7,12.0,45.0,3.8,0.0,5.0,3.0,98.0,32.7,0.0,15.8
332,David_Johnson,ARI,3.0,BUF,away,L 18-33,19.0,83.0,4.4,2.0,6.0,3.0,28.0,9.3,0.0,24.6
333,David_Johnson,ARI,4.0,LAR,home,L 13-17,17.0,83.0,4.9,0.0,4.0,4.0,41.0,10.3,0.0,12.4
334,David_Johnson,ARI,5.0,SF,away,W 33-21,27.0,157.0,5.8,2.0,6.0,3.0,28.0,9.3,0.0,32.0
335,David_Johnson,ARI,6.0,NYJ,home,W 28-3,22.0,111.0,5.0,3.0,6.0,3.0,27.0,9.0,0.0,33.3
336,David_Johnson,ARI,7.0,SEA,home,T 6-6,33.0,113.0,3.4,0.0,13.0,8.0,58.0,7.3,0.0,21.1
338,Duke_Johnson,CLE,1.0,PHI,away,L 10-29,3.0,22.0,7.3,0.0,5.0,3.0,28.0,9.3,0.0,6.5
339,Duke_Johnson,CLE,2.0,BAL,home,L 20-25,3.0,12.0,4.0,0.0,5.0,4.0,44.0,11.0,0.0,7.6
340,Duke_Johnson,CLE,3.0,MIA,away,L 24-30,10.0,69.0,6.9,0.0,7.0,5.0,12.0,2.4,0.0,10.6
341,Duke_Johnson,CLE,4.0,WAS,away,L 20-31,9.0,53.0,5.9,0.0,8.0,6.0,31.0,5.2,0.0,9.4
342,Duke_Johnson,CLE,5.0,NE,home,L 13-33,4.0,1.0,0.3,0.0,3.0,2.0,21.0,10.5,0.0,3.2
343,Duke_Johnson,CLE,6.0,TEN,away,L 26-28,4.0,18.0,4.5,1.0,6.0,4.0,56.0,14.0,0.0,15.4
344,Duke_Johnson,CLE,7.0,CIN,away,L 17-31,6.0,15.0,2.5,0.0,5.0,4.0,18.0,4.5,0.0,5.3
346,Matt_Jones,WAS,1.0,PIT,home,L 16-38,7.0,24.0,3.4,0.0,1.0,1.0,9.0,9.0,0.0,3.8
347,Matt_Jones,WAS,2.0,DAL,home,L 23-27,13.0,61.0,4.7,1.0,1.0,1.0,4.0,4.0,0.0,13.0
348,Matt_Jones,WAS,3.0,NYG,away,W 29-27,17.0,65.0,3.8,0.0,2.0,2.0,14.0,7.0,0.0,8.9
349,Matt_Jones,WAS,4.0,CLE,home,W 31-20,22.0,117.0,5.3,1.0,2.0,2.0,21.0,10.5,0.0,20.8
350,Matt_Jones,WAS,5.0,BAL,away,W 16-10,14.0,31.0,2.2,0.0,2.0,2.0,25.0,12.5,0.0,4.6
351,Matt_Jones,WAS,6.0,PHI,home,W 27-20,16.0,135.0,8.4,1.0,0.0,0.0,0.0,,0.0,19.5
352,Matt_Jones,WAS,7.0,DET,away,L 17-20,10.0,27.0,2.7,0.0,0.0,0.0,0.0,,0.0,0.7
353,Taiwan_Jones,OAK,1.0,NO,away,W 35-34,1.0,-8.0,-8.0,0.0,2.0,2.0,17.0,8.5,0.0,1.9
355,Kyle_Juszczyk,BAL,1.0,DEN,away,L 13-19,0.0,0.0,,0.0,4.0,4.0,17.0,4.3,0.0,3.7
356,Kyle_Juszczyk,BAL,2.0,OAK,away,L 33-37,0.0,0.0,,0.0,1.0,1.0,11.0,11.0,0.0,1.6
357,Kyle_Juszczyk,BAL,3.0,CIN,home,L 24-28,0.0,0.0,,0.0,3.0,2.0,11.0,5.5,0.0,2.1
358,Kyle_Juszczyk,BAL,4.0,PIT,away,W 23-20,0.0,0.0,,0.0,1.0,1.0,3.0,3.0,0.0,0.8
359,Kyle_Juszczyk,BAL,5.0,CLE,home,L 30-33,0.0,0.0,,0.0,6.0,3.0,31.0,10.3,1.0,10.6
360,Kyle_Juszczyk,BAL,6.0,SF,away,L 20-25,0.0,0.0,,0.0,2.0,2.0,22.0,11.0,0.0,3.2
361,Kyle_Juszczyk,BAL,7.0,ARI,away,L 18-26,0.0,0.0,,0.0,5.0,4.0,15.0,3.8,1.0,9.5
362,Kyle_Juszczyk,BAL,8.0,SD,home,W 29-26,0.0,0.0,,0.0,2.0,1.0,39.0,39.0,0.0,4.4
363,Kyle_Juszczyk,BAL,10.0,JAC,home,L 20-22,0.0,0.0,,0.0,5.0,5.0,47.0,9.4,0.0,7.2
364,Kyle_Juszczyk,BAL,11.0,STL,home,W 16-13,2.0,3.0,1.5,0.0,5.0,3.0,10.0,3.3,0.0,2.8
365,Kyle_Juszczyk,BAL,12.0,CLE,away,W 33-27,0.0,0.0,,0.0,4.0,2.0,18.0,9.0,0.0,2.8
366,Kyle_Juszczyk,BAL,13.0,MIA,away,L 13-15,0.0,0.0,,0.0,2.0,1.0,-2.0,-2.0,0.0,0.3
367,Kyle_Juszczyk,BAL,14.0,SEA,home,L 6-35,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
368,Kyle_Juszczyk,BAL,15.0,KC,home,L 14-34,0.0,0.0,,0.0,6.0,5.0,26.0,5.2,1.0,11.1
369,Kyle_Juszczyk,BAL,16.0,PIT,home,W 20-17,0.0,0.0,,0.0,7.0,5.0,55.0,11.0,0.0,8.0
370,Kyle_Juszczyk,BAL,17.0,CIN,away,L 16-24,0.0,0.0,,0.0,2.0,2.0,18.0,9.0,1.0,8.8
372,Rob_Kelley,WAS,3.0,NYG,away,W 29-27,4.0,7.0,1.8,0.0,0.0,0.0,0.0,,0.0,0.7
373,Rob_Kelley,WAS,4.0,CLE,home,W 31-20,1.0,4.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.4
374,Rob_Kelley,WAS,5.0,BAL,away,W 16-10,3.0,18.0,6.0,0.0,0.0,0.0,0.0,,0.0,1.8
375,Rob_Kelley,WAS,6.0,PHI,home,W 27-20,5.0,59.0,11.8,0.0,0.0,0.0,0.0,,0.0,5.9
376,Rob_Kelley,WAS,7.0,DET,away,L 17-20,4.0,15.0,3.8,0.0,1.0,1.0,1.0,1.0,1.0,8.1
378,John_Kuhn,NO,4.0,SF,away,W 17-3,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,0.0,7.4
379,John_Kuhn,NO,5.0,STL,home,W 24-10,1.0,3.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.3
380,John_Kuhn,NO,6.0,SD,home,W 27-20,0.0,0.0,,0.0,2.0,2.0,20.0,10.0,0.0,3.0
381,John_Kuhn,NO,10.0,DET,home,L 16-18,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
382,John_Kuhn,NO,11.0,MIN,away,W 30-13,1.0,4.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.4
383,John_Kuhn,NO,14.0,DAL,home,W 28-7,1.0,2.0,2.0,0.0,2.0,1.0,14.0,14.0,0.0,2.1
384,John_Kuhn,NO,15.0,OAK,away,W 30-20,3.0,12.0,4.0,1.0,1.0,0.0,0.0,,0.0,7.2
385,John_Kuhn,NO,16.0,ARI,away,L 8-38,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.3
386,John_Kuhn,NO,17.0,MIN,home,L 13-20,1.0,3.0,3.0,0.0,2.0,2.0,14.0,7.0,0.0,2.7
390,Eddie_Lacy,GB,1.0,JAC,away,W 27-23,14.0,61.0,4.4,0.0,2.0,1.0,17.0,17.0,0.0,8.3
391,Eddie_Lacy,GB,2.0,MIN,away,L 14-17,12.0,50.0,4.2,0.0,1.0,0.0,0.0,,0.0,5.0
392,Eddie_Lacy,GB,3.0,DET,home,W 34-27,17.0,103.0,6.1,0.0,2.0,1.0,2.0,2.0,0.0,11.0
393,Eddie_Lacy,GB,5.0,NYG,home,W 23-16,11.0,81.0,7.4,0.0,1.0,1.0,3.0,3.0,0.0,8.9
394,Eddie_Lacy,GB,6.0,DAL,home,L 16-30,17.0,65.0,3.8,0.0,1.0,1.0,6.0,6.0,0.0,7.6
396,Jeremy_Langford,CHI,1.0,HOU,away,L 14-23,17.0,57.0,3.4,1.0,4.0,2.0,6.0,3.0,0.0,13.3
397,Jeremy_Langford,CHI,2.0,PHI,home,L 14-29,11.0,28.0,2.5,1.0,2.0,1.0,6.0,6.0,0.0,7.9
398,Jeremy_Langford,CHI,3.0,DAL,away,L 17-31,3.0,31.0,10.3,0.0,3.0,2.0,15.0,7.5,0.0,5.6
399,Zach_Line,MIN,4.0,NYG,home,W 24-10,3.0,6.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.6
400,Zach_Line,MIN,5.0,HOU,home,W 31-13,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
401,Zach_Line,MIN,7.0,PHI,away,L 10-21,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.2
403,Doug_Martin,TB,1.0,ATL,away,W 31-24,18.0,62.0,3.4,0.0,5.0,5.0,34.0,6.8,0.0,12.1
404,Doug_Martin,TB,2.0,ARI,away,L 7-40,7.0,23.0,3.3,0.0,0.0,0.0,0.0,,0.0,2.3
405,Ryan_Mathews,PHI,1.0,CLE,home,W 29-10,22.0,77.0,3.5,1.0,0.0,0.0,0.0,,0.0,13.7
406,Ryan_Mathews,PHI,2.0,CHI,away,W 29-14,9.0,32.0,3.6,2.0,1.0,1.0,3.0,3.0,0.0,16.0
407,Ryan_Mathews,PHI,3.0,PIT,home,W 34-3,2.0,-5.0,-2.5,0.0,0.0,0.0,0.0,,0.0,-0.5
408,Ryan_Mathews,PHI,5.0,DET,away,L 23-24,11.0,42.0,3.8,0.0,5.0,5.0,33.0,6.6,1.0,14.0
409,Ryan_Mathews,PHI,6.0,WAS,away,L 20-27,9.0,60.0,6.7,0.0,0.0,0.0,0.0,,0.0,6.0
410,Ryan_Mathews,PHI,7.0,MIN,home,W 21-10,14.0,56.0,4.0,0.0,1.0,1.0,27.0,27.0,0.0,6.8
412,LeSean_McCoy,BUF,1.0,BAL,away,L 7-13,16.0,58.0,3.6,1.0,4.0,4.0,12.0,3.0,0.0,15.0
413,LeSean_McCoy,BUF,2.0,NYJ,home,L 31-37,15.0,59.0,3.9,0.0,5.0,4.0,31.0,7.8,0.0,11.0
414,LeSean_McCoy,BUF,3.0,ARI,home,W 33-18,17.0,110.0,6.5,2.0,4.0,3.0,6.0,2.0,0.0,25.1
415,LeSean_McCoy,BUF,4.0,NE,away,W 16-0,19.0,70.0,3.7,0.0,6.0,6.0,38.0,6.3,1.0,19.8
416,LeSean_McCoy,BUF,5.0,LAR,away,W 30-19,18.0,150.0,8.3,0.0,2.0,2.0,8.0,4.0,0.0,16.8
417,LeSean_McCoy,BUF,6.0,SF,home,W 45-16,19.0,140.0,7.4,3.0,3.0,2.0,2.0,1.0,0.0,33.2
418,LeSean_McCoy,BUF,7.0,MIA,away,L 25-28,8.0,11.0,1.4,0.0,0.0,0.0,0.0,,0.0,1.1
420,Jerick_McKinnon,MIN,1.0,TEN,away,W 25-16,1.0,6.0,6.0,0.0,2.0,1.0,3.0,3.0,0.0,1.4
421,Jerick_McKinnon,MIN,2.0,GB,home,W 17-14,2.0,2.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.6
422,Jerick_McKinnon,MIN,3.0,CAR,away,W 22-10,16.0,45.0,2.8,0.0,2.0,1.0,2.0,2.0,0.0,5.2
423,Jerick_McKinnon,MIN,4.0,NYG,home,W 24-10,18.0,85.0,4.7,1.0,5.0,3.0,10.0,3.3,0.0,17.0
424,Jerick_McKinnon,MIN,5.0,HOU,home,W 31-13,20.0,36.0,1.8,0.0,3.0,1.0,10.0,10.0,0.0,5.1
425,Jerick_McKinnon,MIN,7.0,PHI,away,L 10-21,11.0,43.0,3.9,0.0,1.0,1.0,5.0,5.0,0.0,5.3
427,Christine_Michael,SEA,1.0,MIA,home,W 12-10,15.0,66.0,4.4,0.0,4.0,2.0,5.0,2.5,0.0,8.1
428,Christine_Michael,SEA,2.0,LAR,away,L 3-9,10.0,60.0,6.0,0.0,4.0,3.0,26.0,8.7,0.0,10.1
429,Christine_Michael,SEA,3.0,SF,home,W 37-18,20.0,106.0,5.3,2.0,3.0,2.0,5.0,2.5,0.0,24.1
430,Christine_Michael,SEA,4.0,NYJ,away,W 27-17,18.0,58.0,3.2,0.0,6.0,5.0,32.0,6.4,1.0,17.5
431,Christine_Michael,SEA,6.0,ATL,home,W 26-24,18.0,64.0,3.6,2.0,3.0,3.0,19.0,6.3,0.0,21.8
432,Christine_Michael,SEA,7.0,ARI,away,T 6-6,16.0,52.0,3.3,0.0,3.0,3.0,3.0,1.0,0.0,7.0
434,Lamar_Miller,HOU,1.0,CHI,home,W 23-14,28.0,106.0,3.8,0.0,4.0,4.0,11.0,2.8,0.0,13.7
435,Lamar_Miller,HOU,2.0,KC,home,W 19-12,25.0,83.0,3.3,0.0,2.0,2.0,14.0,7.0,0.0,10.7
436,Lamar_Miller,HOU,3.0,NE,away,L 0-27,21.0,80.0,3.8,0.0,5.0,4.0,27.0,6.8,0.0,12.7
437,Lamar_Miller,HOU,4.0,TEN,home,W 27-20,19.0,82.0,4.3,0.0,3.0,3.0,26.0,8.7,0.0,12.3
438,Lamar_Miller,HOU,5.0,MIN,away,L 13-31,8.0,20.0,2.5,0.0,3.0,1.0,4.0,4.0,0.0,2.9
439,Lamar_Miller,HOU,6.0,IND,home,W 26-23,24.0,149.0,6.2,1.0,4.0,3.0,29.0,9.7,1.0,31.3
440,Lamar_Miller,HOU,7.0,DEN,away,L 9-27,11.0,61.0,5.5,0.0,4.0,3.0,6.0,2.0,0.0,8.2
442,Alfred_Morris,DAL,1.0,NYG,home,L 19-20,7.0,35.0,5.0,0.0,1.0,0.0,0.0,,0.0,3.5
443,Alfred_Morris,DAL,2.0,WAS,away,W 27-23,5.0,7.0,1.4,1.0,0.0,0.0,0.0,,0.0,6.7
444,Alfred_Morris,DAL,3.0,CHI,home,W 31-17,5.0,19.0,3.8,1.0,1.0,1.0,2.0,2.0,0.0,8.6
445,Alfred_Morris,DAL,4.0,SF,away,W 24-17,7.0,34.0,4.9,0.0,0.0,0.0,0.0,,0.0,3.4
446,Alfred_Morris,DAL,5.0,CIN,home,W 28-14,6.0,33.0,5.5,0.0,1.0,0.0,0.0,,0.0,3.3
447,Alfred_Morris,DAL,6.0,GB,away,W 30-16,3.0,2.0,0.7,0.0,0.0,0.0,0.0,,0.0,0.2
449,DeMarco_Murray,TEN,1.0,MIN,home,L 16-25,13.0,42.0,3.2,0.0,7.0,5.0,35.0,7.0,2.0,20.2
450,DeMarco_Murray,TEN,2.0,DET,away,W 16-15,12.0,89.0,7.4,0.0,7.0,7.0,56.0,8.0,0.0,18.0
451,DeMarco_Murray,TEN,3.0,OAK,home,L 10-17,16.0,114.0,7.1,1.0,5.0,5.0,41.0,8.2,0.0,24.0
452,DeMarco_Murray,TEN,4.0,HOU,away,L 20-27,25.0,95.0,3.8,2.0,2.0,2.0,24.0,12.0,0.0,24.9
453,DeMarco_Murray,TEN,5.0,MIA,away,W 30-17,27.0,121.0,4.5,0.0,6.0,5.0,16.0,3.2,0.0,16.2
454,DeMarco_Murray,TEN,6.0,CLE,home,W 28-26,21.0,65.0,3.1,1.0,2.0,0.0,0.0,,0.0,12.5
455,DeMarco_Murray,TEN,7.0,IND,home,L 26-34,25.0,107.0,4.3,1.0,5.0,3.0,20.0,6.7,0.0,20.2
456,DeMarco_Murray,TEN,8.0,JAC,home,W 36-22,21.0,123.0,5.9,1.0,2.0,1.0,5.0,5.0,0.0,19.3
458,Latavius_Murray,OAK,1.0,NO,away,W 35-34,14.0,59.0,4.2,1.0,2.0,1.0,13.0,13.0,0.0,13.7
459,Latavius_Murray,OAK,2.0,ATL,home,L 28-35,8.0,57.0,7.1,1.0,6.0,6.0,44.0,7.3,0.0,19.1
460,Latavius_Murray,OAK,3.0,TEN,away,W 17-10,10.0,37.0,3.7,1.0,1.0,1.0,1.0,1.0,0.0,10.3
461,Latavius_Murray,OAK,4.0,BAL,away,W 28-27,8.0,19.0,2.4,0.0,2.0,2.0,5.0,2.5,0.0,3.4
462,Latavius_Murray,OAK,7.0,JAC,away,W 33-16,18.0,59.0,3.3,2.0,5.0,2.0,4.0,2.0,0.0,19.3
463,Jamize_Olawale,OAK,1.0,NO,away,W 35-34,1.0,2.0,2.0,1.0,0.0,0.0,0.0,,0.0,6.2
464,Jamize_Olawale,OAK,2.0,ATL,home,L 28-35,1.0,11.0,11.0,0.0,2.0,2.0,28.0,14.0,0.0,4.9
465,Jamize_Olawale,OAK,3.0,TEN,away,W 17-10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0
466,Jamize_Olawale,OAK,4.0,BAL,away,W 28-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
467,Jamize_Olawale,OAK,5.0,SD,home,W 34-31,6.0,22.0,3.7,1.0,1.0,1.0,2.0,2.0,0.0,8.9
468,Jamize_Olawale,OAK,7.0,JAC,away,W 33-16,3.0,12.0,4.0,0.0,0.0,0.0,0.0,,0.0,1.2
470,Paul_Perkins,NYG,4.0,MIN,away,L 10-24,2.0,8.0,4.0,0.0,3.0,2.0,72.0,36.0,0.0,9.0
471,Paul_Perkins,NYG,5.0,GB,away,L 16-23,2.0,9.0,4.5,0.0,2.0,1.0,13.0,13.0,0.0,2.7
472,Paul_Perkins,NYG,6.0,BAL,home,W 27-23,2.0,10.0,5.0,0.0,2.0,2.0,16.0,8.0,0.0,3.6
473,Paul_Perkins,NYG,7.0,LAR,away,W 17-10,4.0,12.0,3.0,0.0,1.0,1.0,4.0,4.0,0.0,2.1
475,Adrian_Peterson,MIN,1.0,TEN,away,W 25-16,19.0,31.0,1.6,0.0,2.0,0.0,0.0,,0.0,3.1
476,Adrian_Peterson,MIN,2.0,GB,home,W 17-14,12.0,19.0,1.6,0.0,3.0,2.0,7.0,3.5,0.0,3.6
478,Bilal_Powell,NYJ,1.0,CIN,home,L 22-23,4.0,41.0,10.3,0.0,4.0,2.0,7.0,3.5,0.0,5.8
479,Bilal_Powell,NYJ,2.0,BUF,away,W 37-31,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.8
480,Bilal_Powell,NYJ,3.0,KC,away,L 3-24,4.0,30.0,7.5,0.0,7.0,6.0,41.0,6.8,0.0,8.1
481,Bilal_Powell,NYJ,4.0,SEA,home,L 17-27,4.0,26.0,6.5,0.0,9.0,6.0,54.0,9.0,0.0,11.0
482,Bilal_Powell,NYJ,5.0,PIT,away,L 13-31,4.0,10.0,2.5,0.0,8.0,6.0,41.0,6.8,0.0,8.1
483,Bilal_Powell,NYJ,6.0,ARI,away,L 3-28,3.0,10.0,3.3,0.0,4.0,3.0,12.0,4.0,0.0,3.7
484,Bilal_Powell,NYJ,7.0,BAL,home,W 24-16,4.0,18.0,4.5,0.0,0.0,0.0,0.0,,0.0,1.8
485,Jay_Prosch,HOU,1.0,CHI,home,W 23-14,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.2
486,Jay_Prosch,HOU,4.0,TEN,home,W 27-20,1.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,1.1
488,C.J._Prosise,SEA,1.0,MIA,home,W 12-10,1.0,-2.0,-2.0,0.0,1.0,1.0,13.0,13.0,0.0,1.6
489,C.J._Prosise,SEA,7.0,ARI,away,T 6-6,1.0,0.0,0.0,0.0,3.0,2.0,17.0,8.5,0.0,2.7
491,Thomas_Rawls,SEA,1.0,MIA,home,W 12-10,12.0,32.0,2.7,0.0,3.0,3.0,26.0,8.7,0.0,7.3
492,Thomas_Rawls,SEA,2.0,LAR,away,L 3-9,7.0,-7.0,-1.0,0.0,3.0,3.0,15.0,5.0,0.0,2.3
494,Theo_Riddick,DET,1.0,IND,away,W 39-35,7.0,45.0,6.4,1.0,5.0,5.0,63.0,12.6,1.0,25.3
