,player,team,week,opp,loc,res,targets,receptions,rec_yards,yards_per_rec,rec_TD,rush_attempts,rush_yards,yards_per_rush,rush_TD,fantasy_points
708,Eli_Rogers,PIT,6.0,MIA,away,L 15-30,5.0,4.0,35.0,8.8,0.0,0.0,0.0,,0.0,5.5
710,Rashad_Ross,WAS,3.0,NYG,away,L 21-32,2.0,2.0,27.0,13.5,0.0,0.0,0.0,,0.0,3.7
711,Rashad_Ross,WAS,4.0,PHI,home,W 23-20,3.0,1.0,43.0,43.0,0.0,0.0,0.0,,0.0,4.8
712,Rashad_Ross,WAS,6.0,NYJ,away,L 20-34,3.0,1.0,16.0,16.0,0.0,0.0,0.0,,0.0,2.1
713,Rashad_Ross,WAS,14.0,CHI,away,W 24-21,2.0,2.0,27.0,13.5,0.0,0.0,0.0,,0.0,3.7
714,Rashad_Ross,WAS,17.0,DAL,away,W 34-23,3.0,2.0,71.0,35.5,1.0,0.0,0.0,,0.0,14.1
717,Eddie_Royal,CHI,1.0,HOU,away,L 14-23,6.0,4.0,57.0,14.3,1.0,0.0,0.0,,0.0,13.7
718,Eddie_Royal,CHI,2.0,PHI,home,L 14-29,6.0,4.0,52.0,13.0,0.0,0.0,0.0,,0.0,7.2
719,Eddie_Royal,CHI,3.0,DAL,away,L 17-31,3.0,3.0,21.0,7.0,0.0,0.0,0.0,,0.0,3.6
720,Eddie_Royal,CHI,4.0,DET,home,W 17-14,7.0,7.0,111.0,15.9,1.0,0.0,0.0,,0.0,20.6
721,Eddie_Royal,CHI,5.0,IND,away,L 23-29,9.0,7.0,43.0,6.1,0.0,0.0,0.0,,0.0,7.8
722,Eddie_Royal,CHI,6.0,JAC,home,L 16-17,6.0,4.0,54.0,13.5,0.0,0.0,0.0,,0.0,7.4
724,Emmanuel_Sanders,DEN,1.0,CAR,home,W 21-20,8.0,5.0,49.0,9.8,0.0,0.0,0.0,,0.0,7.4
725,Emmanuel_Sanders,DEN,2.0,IND,home,W 34-20,8.0,3.0,39.0,13.0,0.0,0.0,0.0,,0.0,5.4
726,Emmanuel_Sanders,DEN,3.0,CIN,away,W 29-17,13.0,9.0,117.0,13.0,2.0,0.0,0.0,,0.0,28.2
727,Emmanuel_Sanders,DEN,4.0,TB,away,W 27-7,13.0,8.0,88.0,11.0,1.0,0.0,0.0,,0.0,18.8
728,Emmanuel_Sanders,DEN,5.0,ATL,home,L 16-23,9.0,7.0,80.0,11.4,0.0,0.0,0.0,,0.0,11.5
729,Emmanuel_Sanders,DEN,6.0,SD,away,L 13-21,6.0,4.0,40.0,10.0,0.0,0.0,0.0,,0.0,6.0
730,Emmanuel_Sanders,DEN,7.0,HOU,home,W 27-9,8.0,4.0,86.0,21.5,0.0,0.0,0.0,,0.0,10.6
732,Mohamed_Sanu,ATL,1.0,TB,home,L 24-31,8.0,5.0,80.0,16.0,1.0,0.0,0.0,,0.0,16.5
733,Mohamed_Sanu,ATL,2.0,OAK,away,W 35-28,5.0,3.0,19.0,6.3,0.0,0.0,0.0,,0.0,3.4
734,Mohamed_Sanu,ATL,3.0,NO,away,W 45-32,4.0,3.0,31.0,10.3,0.0,0.0,0.0,,0.0,4.6
735,Mohamed_Sanu,ATL,4.0,CAR,home,W 48-33,3.0,2.0,22.0,11.0,0.0,0.0,0.0,,0.0,3.2
736,Mohamed_Sanu,ATL,5.0,DEN,away,W 23-16,6.0,3.0,43.0,14.3,0.0,0.0,0.0,,0.0,3.8
737,Mohamed_Sanu,ATL,6.0,SEA,away,L 24-26,10.0,5.0,47.0,9.4,1.0,0.0,0.0,,0.0,13.2
738,Mohamed_Sanu,ATL,7.0,SD,home,L 30-33,4.0,2.0,16.0,8.0,0.0,0.0,0.0,,0.0,2.6
740,Tajae_Sharpe,TEN,1.0,MIN,home,L 16-25,11.0,7.0,76.0,10.9,0.0,0.0,0.0,,0.0,11.1
741,Tajae_Sharpe,TEN,2.0,DET,away,W 16-15,7.0,4.0,33.0,8.3,0.0,0.0,0.0,,0.0,5.3
742,Tajae_Sharpe,TEN,3.0,OAK,home,L 10-17,7.0,3.0,48.0,16.0,0.0,0.0,0.0,,0.0,6.3
743,Tajae_Sharpe,TEN,4.0,HOU,away,L 20-27,7.0,2.0,15.0,7.5,0.0,0.0,0.0,,0.0,2.5
744,Tajae_Sharpe,TEN,5.0,MIA,away,W 30-17,4.0,2.0,17.0,8.5,0.0,0.0,0.0,,0.0,2.7
745,Tajae_Sharpe,TEN,6.0,CLE,home,W 28-26,3.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.1
746,Tajae_Sharpe,TEN,7.0,IND,home,L 26-34,6.0,4.0,59.0,14.8,0.0,0.0,0.0,,0.0,7.9
747,Tajae_Sharpe,TEN,8.0,JAC,home,W 36-22,1.0,1.0,11.0,11.0,0.0,0.0,0.0,,0.0,1.6
748,Russell_Shepard,TB,1.0,ATL,away,W 31-24,0.0,0.0,0.0,,0.0,1.0,9.0,9.0,0.0,0.9
749,Russell_Shepard,TB,2.0,ARI,away,L 7-40,2.0,2.0,16.0,8.0,0.0,0.0,0.0,,0.0,2.6
750,Russell_Shepard,TB,3.0,LAR,home,L 32-37,2.0,1.0,6.0,6.0,0.0,0.0,0.0,,0.0,1.1
751,Russell_Shepard,TB,7.0,SF,away,W 34-17,6.0,5.0,77.0,15.4,1.0,0.0,0.0,,0.0,16.2
752,Sterling_Shepard,NYG,1.0,DAL,away,W 20-19,4.0,3.0,43.0,14.3,1.0,0.0,0.0,,0.0,11.8
753,Sterling_Shepard,NYG,2.0,NO,home,W 16-13,8.0,8.0,117.0,14.6,0.0,0.0,0.0,,0.0,15.7
754,Sterling_Shepard,NYG,3.0,WAS,home,L 27-29,7.0,5.0,73.0,14.6,1.0,0.0,0.0,,0.0,15.8
755,Sterling_Shepard,NYG,4.0,MIN,away,L 10-24,7.0,4.0,30.0,7.5,0.0,0.0,0.0,,0.0,5.0
756,Sterling_Shepard,NYG,5.0,GB,away,L 16-23,7.0,2.0,14.0,7.0,0.0,0.0,0.0,,0.0,2.4
757,Sterling_Shepard,NYG,6.0,BAL,home,W 27-23,8.0,4.0,25.0,6.3,0.0,0.0,0.0,,0.0,4.5
758,Sterling_Shepard,NYG,7.0,LAR,away,W 17-10,7.0,5.0,32.0,6.4,0.0,0.0,0.0,,0.0,5.7
760,Matt_Slater,NE,5.0,DAL,away,W 30-6,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
762,Steve_Smith,BAL,1.0,BUF,home,W 13-7,9.0,5.0,19.0,3.8,0.0,0.0,0.0,,0.0,4.4
763,Steve_Smith,BAL,2.0,CLE,away,W 25-20,6.0,3.0,64.0,21.3,0.0,0.0,0.0,,0.0,7.9
764,Steve_Smith,BAL,3.0,JAC,away,W 19-17,11.0,8.0,87.0,10.9,0.0,0.0,0.0,,0.0,12.7
765,Steve_Smith,BAL,4.0,OAK,home,L 27-28,11.0,8.0,111.0,13.9,1.0,0.0,0.0,,0.0,21.1
766,Steve_Smith,BAL,5.0,WAS,home,L 10-16,3.0,3.0,29.0,9.7,0.0,0.0,0.0,,0.0,4.4
768,Torrey_Smith,SF,1.0,LAR,home,W 28-0,6.0,2.0,13.0,6.5,0.0,0.0,0.0,,0.0,2.3
769,Torrey_Smith,SF,2.0,CAR,away,L 27-46,10.0,3.0,55.0,18.3,1.0,0.0,0.0,,0.0,13.0
770,Torrey_Smith,SF,3.0,SEA,away,L 18-37,4.0,3.0,35.0,11.7,0.0,0.0,0.0,,0.0,5.0
771,Torrey_Smith,SF,4.0,DAL,home,L 17-24,2.0,1.0,3.0,3.0,0.0,0.0,0.0,,0.0,0.8
772,Torrey_Smith,SF,5.0,ARI,home,L 21-33,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
773,Torrey_Smith,SF,6.0,BUF,away,L 16-45,7.0,3.0,76.0,25.3,1.0,0.0,0.0,,0.0,15.1
774,Torrey_Smith,SF,7.0,TB,home,L 17-34,2.0,1.0,17.0,17.0,0.0,0.0,0.0,,0.0,2.2
776,Willie_Snead,NO,1.0,OAK,home,L 34-35,9.0,9.0,172.0,19.1,1.0,0.0,0.0,,0.0,27.7
777,Willie_Snead,NO,2.0,NYG,away,L 13-16,8.0,5.0,54.0,10.8,1.0,0.0,0.0,,0.0,13.9
778,Willie_Snead,NO,4.0,SD,away,W 35-34,1.0,1.0,23.0,23.0,0.0,0.0,0.0,,0.0,2.8
779,Willie_Snead,NO,6.0,CAR,home,W 41-38,7.0,4.0,47.0,11.8,0.0,0.0,0.0,,0.0,6.7
780,Willie_Snead,NO,7.0,KC,away,L 21-27,11.0,9.0,87.0,9.7,0.0,0.0,0.0,,0.0,13.2
782,Kenny_Stills,MIA,1.0,SEA,away,L 10-12,5.0,1.0,16.0,16.0,0.0,0.0,0.0,,0.0,2.1
783,Kenny_Stills,MIA,2.0,NE,away,L 24-31,4.0,2.0,39.0,19.5,1.0,0.0,0.0,,0.0,10.9
784,Kenny_Stills,MIA,3.0,CLE,home,W 30-24,8.0,5.0,76.0,15.2,0.0,0.0,0.0,,0.0,10.1
785,Kenny_Stills,MIA,4.0,CIN,away,L 7-22,3.0,1.0,74.0,74.0,1.0,0.0,0.0,,0.0,13.9
786,Kenny_Stills,MIA,5.0,TEN,home,L 17-30,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
787,Kenny_Stills,MIA,6.0,PIT,home,W 30-15,3.0,2.0,12.0,6.0,0.0,0.0,0.0,,0.0,2.2
788,Kenny_Stills,MIA,7.0,BUF,home,W 28-25,8.0,5.0,100.0,20.0,1.0,0.0,0.0,,0.0,18.5
789,Rod_Streater,SF,2.0,CAR,away,L 27-46,2.0,1.0,13.0,13.0,0.0,0.0,0.0,,0.0,1.8
790,Rod_Streater,SF,3.0,SEA,away,L 18-37,1.0,1.0,19.0,19.0,0.0,0.0,0.0,,0.0,2.4
791,Rod_Streater,SF,5.0,ARI,home,L 21-33,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
792,Rod_Streater,SF,6.0,BUF,away,L 16-45,1.0,1.0,16.0,16.0,0.0,0.0,0.0,,0.0,2.1
793,Rod_Streater,SF,7.0,TB,home,L 17-34,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
795,Jaelen_Strong,HOU,2.0,KC,home,W 19-12,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
796,Jaelen_Strong,HOU,3.0,NE,away,L 0-27,4.0,1.0,15.0,15.0,0.0,0.0,0.0,,0.0,2.0
797,Jaelen_Strong,HOU,4.0,TEN,home,W 27-20,6.0,5.0,31.0,6.2,0.0,0.0,0.0,,0.0,5.6
798,Jaelen_Strong,HOU,5.0,MIN,away,L 13-31,9.0,5.0,39.0,7.8,0.0,0.0,0.0,,0.0,6.4
799,Jaelen_Strong,HOU,6.0,IND,home,W 26-23,2.0,1.0,36.0,36.0,0.0,0.0,0.0,,0.0,4.1
800,Jaelen_Strong,HOU,7.0,DEN,away,L 9-27,2.0,2.0,10.0,5.0,0.0,0.0,0.0,,0.0,2.0
802,Golden_Tate,DET,1.0,IND,away,W 39-35,7.0,7.0,41.0,5.9,0.0,1.0,2.0,2.0,0.0,7.8
803,Golden_Tate,DET,2.0,TEN,home,L 15-16,9.0,2.0,13.0,6.5,0.0,0.0,0.0,,0.0,2.3
804,Golden_Tate,DET,3.0,GB,away,L 27-34,6.0,4.0,40.0,10.0,0.0,1.0,-8.0,-8.0,0.0,5.2
805,Golden_Tate,DET,4.0,CHI,away,L 14-17,4.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.6
806,Golden_Tate,DET,5.0,PHI,home,W 24-23,5.0,3.0,39.0,13.0,0.0,3.0,6.0,2.0,0.0,6.0
807,Golden_Tate,DET,6.0,LAR,home,W 31-28,10.0,8.0,165.0,20.6,1.0,1.0,3.0,3.0,0.0,26.8
808,Golden_Tate,DET,7.0,WAS,home,W 20-17,12.0,6.0,93.0,15.5,0.0,0.0,0.0,,0.0,12.3
810,Demaryius_Thomas,DEN,1.0,CAR,home,W 21-20,6.0,4.0,48.0,12.0,0.0,0.0,0.0,,0.0,6.8
811,Demaryius_Thomas,DEN,2.0,IND,home,W 34-20,7.0,5.0,90.0,18.0,0.0,0.0,0.0,,0.0,11.5
812,Demaryius_Thomas,DEN,3.0,CIN,away,W 29-17,7.0,6.0,100.0,16.7,1.0,0.0,0.0,,0.0,17.0
813,Demaryius_Thomas,DEN,4.0,TB,away,W 27-7,7.0,6.0,94.0,15.7,1.0,0.0,0.0,,0.0,18.4
814,Demaryius_Thomas,DEN,5.0,ATL,home,L 16-23,7.0,5.0,49.0,9.8,1.0,0.0,0.0,,0.0,13.4
815,Demaryius_Thomas,DEN,6.0,SD,away,L 13-21,10.0,5.0,35.0,7.0,0.0,0.0,0.0,,0.0,4.0
816,Demaryius_Thomas,DEN,7.0,HOU,home,W 27-9,10.0,6.0,40.0,6.7,1.0,0.0,0.0,,0.0,13.0
818,Michael_Thomas,NO,1.0,OAK,home,L 34-35,6.0,6.0,58.0,9.7,0.0,0.0,0.0,,0.0,8.8
819,Michael_Thomas,NO,2.0,NYG,away,L 13-16,5.0,4.0,56.0,14.0,0.0,0.0,0.0,,0.0,7.6
820,Michael_Thomas,NO,3.0,ATL,home,L 32-45,11.0,7.0,71.0,10.1,1.0,0.0,0.0,,0.0,16.6
821,Michael_Thomas,NO,4.0,SD,away,W 35-34,9.0,4.0,44.0,11.0,1.0,0.0,0.0,,0.0,12.4
822,Michael_Thomas,NO,6.0,CAR,home,W 41-38,5.0,5.0,78.0,15.6,1.0,0.0,0.0,,0.0,16.3
823,Michael_Thomas,NO,7.0,KC,away,L 21-27,13.0,10.0,130.0,13.0,0.0,0.0,0.0,,0.0,18.0
824,Mike_Thomas,LAR,3.0,TB,away,W 37-32,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
825,Mike_Thomas,LAR,7.0,NYG,home,L 10-17,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
827,Deonte_Thompson,CHI,14.0,WAS,home,L 21-24,1.0,1.0,36.0,36.0,0.0,0.0,0.0,,0.0,4.1
828,Deonte_Thompson,CHI,17.0,DET,home,L 20-24,2.0,1.0,45.0,45.0,0.0,0.0,0.0,,0.0,5.0
830,Mike_Wallace,BAL,1.0,BUF,home,W 13-7,6.0,3.0,91.0,30.3,1.0,1.0,11.0,11.0,0.0,17.7
831,Mike_Wallace,BAL,2.0,CLE,away,W 25-20,6.0,4.0,41.0,10.3,2.0,0.0,0.0,,0.0,18.1
832,Mike_Wallace,BAL,3.0,JAC,away,W 19-17,6.0,3.0,34.0,11.3,0.0,1.0,5.0,5.0,0.0,5.4
833,Mike_Wallace,BAL,4.0,OAK,home,L 27-28,10.0,4.0,44.0,11.0,0.0,1.0,3.0,3.0,0.0,6.7
834,Mike_Wallace,BAL,5.0,WAS,home,L 10-16,11.0,7.0,63.0,9.0,0.0,0.0,0.0,,0.0,9.8
835,Mike_Wallace,BAL,6.0,NYG,away,L 23-27,9.0,4.0,97.0,24.3,0.0,0.0,0.0,,0.0,11.7
836,Mike_Wallace,BAL,7.0,NYJ,away,L 16-24,13.0,10.0,120.0,12.0,0.0,0.0,0.0,,0.0,17.0
837,Bryan_Walters,JAC,4.0,IND,home,W 30-27,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
838,Bryan_Walters,JAC,8.0,TEN,away,L 22-36,2.0,2.0,14.0,7.0,1.0,0.0,0.0,,0.0,8.4
840,Sammy_Watkins,BUF,1.0,BAL,away,L 7-13,6.0,4.0,43.0,10.8,0.0,0.0,0.0,,0.0,6.3
841,Sammy_Watkins,BUF,2.0,NYJ,home,L 31-37,5.0,2.0,20.0,10.0,0.0,0.0,0.0,,0.0,3.0
843,Griff_Whalen,SD,4.0,JAC,home,W 16-13,1.0,1.0,16.0,16.0,0.0,0.0,0.0,,0.0,2.1
844,Griff_Whalen,SD,6.0,NE,home,L 27-34,3.0,2.0,30.0,15.0,1.0,0.0,0.0,,0.0,10.0
845,Griff_Whalen,SD,7.0,NO,home,L 21-27,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,-2.0
846,Griff_Whalen,SD,8.0,CAR,away,L 26-29,5.0,5.0,48.0,9.6,0.0,0.0,0.0,,0.0,7.3
847,Griff_Whalen,SD,9.0,DEN,home,W 27-24,6.0,5.0,73.0,14.6,0.0,0.0,0.0,,0.0,9.8
848,Griff_Whalen,SD,11.0,ATL,away,W 24-21,3.0,2.0,20.0,10.0,0.0,0.0,0.0,,0.0,3.0
849,Griff_Whalen,SD,13.0,PIT,away,L 10-45,6.0,2.0,9.0,4.5,0.0,0.0,0.0,,0.0,1.9
850,Griff_Whalen,SD,15.0,HOU,home,L 10-16,2.0,2.0,9.0,4.5,0.0,0.0,0.0,,0.0,-0.1
852,Markus_Wheaton,PIT,3.0,PHI,away,L 3-34,5.0,1.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.7
853,Markus_Wheaton,PIT,4.0,KC,home,W 43-14,1.0,1.0,30.0,30.0,1.0,0.0,0.0,,0.0,9.5
854,Markus_Wheaton,PIT,5.0,NYJ,home,W 31-13,3.0,2.0,19.0,9.5,0.0,0.0,0.0,,0.0,2.9
856,Kevin_White,CHI,1.0,HOU,away,L 14-23,7.0,3.0,34.0,11.3,0.0,0.0,0.0,,0.0,4.9
857,Kevin_White,CHI,2.0,PHI,home,L 14-29,6.0,4.0,36.0,9.0,0.0,1.0,9.0,9.0,0.0,6.5
858,Kevin_White,CHI,3.0,DAL,away,L 17-31,14.0,6.0,62.0,10.3,0.0,0.0,0.0,,0.0,9.2
859,Kevin_White,CHI,4.0,DET,home,W 17-14,9.0,6.0,55.0,9.2,0.0,0.0,0.0,,0.0,8.5
861,Lucky_Whitehead,DAL,5.0,NE,home,L 6-30,2.0,1.0,-3.0,-3.0,0.0,0.0,0.0,,0.0,0.2
862,Lucky_Whitehead,DAL,7.0,NYG,away,L 20-27,0.0,0.0,0.0,,0.0,4.0,35.0,8.8,0.0,3.5
863,Lucky_Whitehead,DAL,8.0,SEA,home,L 12-13,0.0,0.0,0.0,,0.0,1.0,2.0,2.0,0.0,0.2
864,Lucky_Whitehead,DAL,9.0,PHI,home,L 27-33,2.0,1.0,8.0,8.0,0.0,0.0,0.0,,0.0,1.3
865,Lucky_Whitehead,DAL,10.0,TB,away,L 6-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5
866,Lucky_Whitehead,DAL,12.0,CAR,home,L 14-33,1.0,1.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.9
867,Lucky_Whitehead,DAL,13.0,WAS,away,W 19-16,1.0,1.0,5.0,5.0,0.0,2.0,35.0,17.5,0.0,4.5
868,Lucky_Whitehead,DAL,14.0,GB,away,L 7-28,1.0,1.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0
869,Lucky_Whitehead,DAL,15.0,NYJ,home,L 16-19,0.0,0.0,0.0,,0.0,2.0,32.0,16.0,0.0,3.2
871,Terrance_Williams,DAL,1.0,NYG,home,L 19-20,4.0,3.0,34.0,11.3,0.0,0.0,0.0,,0.0,4.9
872,Terrance_Williams,DAL,3.0,CHI,home,W 31-17,4.0,4.0,88.0,22.0,0.0,0.0,0.0,,0.0,8.8
873,Terrance_Williams,DAL,4.0,SF,away,W 24-17,6.0,4.0,44.0,11.0,1.0,0.0,0.0,,0.0,12.4
874,Terrance_Williams,DAL,5.0,CIN,home,W 28-14,5.0,5.0,70.0,14.0,0.0,0.0,0.0,,0.0,9.5
875,Terrance_Williams,DAL,6.0,GB,away,W 30-16,5.0,4.0,75.0,18.8,0.0,0.0,0.0,,0.0,9.5
876,Albert_Wilson,KC,1.0,SD,home,W 33-27,5.0,3.0,1.0,0.3,0.0,0.0,0.0,,0.0,1.6
877,Albert_Wilson,KC,2.0,HOU,away,L 12-19,3.0,2.0,11.0,5.5,0.0,0.0,0.0,,0.0,2.1
878,Albert_Wilson,KC,4.0,PIT,away,L 14-43,8.0,5.0,52.0,10.4,0.0,0.0,0.0,,0.0,7.7
879,Albert_Wilson,KC,6.0,OAK,away,W 26-10,1.0,1.0,26.0,26.0,0.0,0.0,0.0,,0.0,3.1
880,Albert_Wilson,KC,7.0,NO,home,W 27-21,1.0,1.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.9
882,Robert_Woods,BUF,1.0,BAL,away,L 7-13,5.0,4.0,20.0,5.0,0.0,0.0,0.0,,0.0,4.0
883,Robert_Woods,BUF,2.0,NYJ,home,L 31-37,2.0,1.0,10.0,10.0,0.0,0.0,0.0,,0.0,1.5
884,Robert_Woods,BUF,3.0,ARI,home,W 33-18,8.0,6.0,51.0,8.5,0.0,0.0,0.0,,0.0,8.1
885,Robert_Woods,BUF,4.0,NE,away,W 16-0,10.0,7.0,89.0,12.7,0.0,0.0,0.0,,0.0,12.4
886,Robert_Woods,BUF,5.0,LAR,away,W 30-19,6.0,2.0,26.0,13.0,0.0,0.0,0.0,,0.0,3.6
887,Robert_Woods,BUF,6.0,SF,home,W 45-16,6.0,5.0,44.0,8.8,1.0,1.0,6.0,6.0,0.0,13.5
889,Jarius_Wright,MIN,5.0,HOU,home,W 31-13,4.0,4.0,32.0,8.0,0.0,0.0,0.0,,0.0,5.2
890,Kendall_Wright,TEN,4.0,HOU,away,L 20-27,3.0,2.0,14.0,7.0,0.0,0.0,0.0,,0.0,2.4
891,Kendall_Wright,TEN,5.0,MIA,away,W 30-17,1.0,1.0,9.0,9.0,0.0,0.0,0.0,,0.0,1.4
892,Kendall_Wright,TEN,6.0,CLE,home,W 28-26,9.0,8.0,133.0,16.6,1.0,0.0,0.0,,0.0,23.3
893,Kendall_Wright,TEN,7.0,IND,home,L 26-34,4.0,2.0,12.0,6.0,0.0,0.0,0.0,,0.0,2.2
894,Kendall_Wright,TEN,8.0,JAC,home,W 36-22,5.0,4.0,84.0,21.0,1.0,1.0,15.0,15.0,0.0,17.9
